id_cliente;nome_cliente;estado;cidade;regiao;segmento;data_entrada;plano;valor;status;idade;genero;renda_estimada;vendedor;data_cancelamento
7972;Cliente_7972;PR;Curitiba;Centro-Oeste;Empresarial;27/08/2022;Fibra 600MB;119.9;Ativo;18;Masculino;5225;Vendedor_37;
7973;Cliente_7973;PR;Curitiba;Nordeste;Empresarial;22/07/2023;TV + Fibra;199.9;Ativo;61;Masculino;12943;Vendedor_18;
7974;Cliente_7974;SP;Santos;Sudeste;Empresarial;16/01/2024;Fibra 1GB;159.9;Ativo;37;Outro;9579;Vendedor_14;
7975;Cliente_7975;PR;Maringá;Norte;Residencial;25/03/2022;Móvel Controle;49.9;Ativo;74;Masculino;5434;Vendedor_2;
7976;Cliente_7976;CE;Sobral;Centro-Oeste;Residencial;30/11/2024;Móvel Pós;89.9;Ativo;67;Masculino;13405;Vendedor_24;
7977;Cliente_7977;BA;Vitória da Conquista;Centro-Oeste;Residencial;14/03/2023;TV + Fibra;199.9;Ativo;19;Feminino;16234;Vendedor_2;
7978;Cliente_7978;PR;Londrina;Centro-Oeste;Residencial;13/06/2023;Fibra 300MB;89.9;Ativo;48;Masculino;17323;Vendedor_24;
7979;Cliente_7979;MG;Belo Horizonte;Nordeste;Residencial;15/04/2022;Fibra 300MB;89.9;Ativo;35;Masculino;8567;Vendedor_14;
7980;Cliente_7980;BA;Salvador;Sul;Residencial;21/06/2023;TV + Fibra;199.9;Cancelado;59;Feminino;13409;Vendedor_1;20/07/2024
7981;Cliente_7981;CE;Fortaleza;Norte;Residencial;17/01/2023;Móvel Controle;49.9;Ativo;27;Feminino;8438;Vendedor_46;
7982;Cliente_7982;RS;Porto Alegre;Nordeste;Residencial;05/08/2022;Fibra 300MB;89.9;Ativo;72;Feminino;11436;Vendedor_11;
7983;Cliente_7983;BA;Feira de Santana;Sudeste;Empresarial;04/05/2023;TV + Fibra;199.9;Ativo;72;Masculino;13670;Vendedor_15;
7984;Cliente_7984;BA;Salvador;Nordeste;Residencial;31/05/2022;Fibra 600MB;119.9;Ativo;23;Feminino;10280;Vendedor_8;
7985;Cliente_7985;RS;Caxias do Sul;Sudeste;Empresarial;23/03/2024;Fibra 1GB;159.9;Ativo;19;Feminino;5923;Vendedor_29;
7986;Cliente_7986;CE;Juazeiro do Norte;Sudeste;Residencial;23/09/2023;Móvel Pós;89.9;Ativo;33;Feminino;9716;Vendedor_30;
7987;Cliente_7987;PR;Maringá;Centro-Oeste;Residencial;26/02/2023;Móvel Pós;89.9;Cancelado;22;Masculino;16390;Vendedor_42;10/03/2024
7988;Cliente_7988;SP;Santos;Nordeste;Residencial;08/10/2023;Fibra 600MB;119.9;Ativo;55;Feminino;17159;Vendedor_25;
7989;Cliente_7989;GO;Goiânia;Sul;Residencial;26/07/2022;Móvel Controle;49.9;Ativo;39;Feminino;3503;Vendedor_3;
7990;Cliente_7990;RS;Caxias do Sul;Sudeste;Residencial;14/02/2024;Fibra 1GB;159.9;Ativo;39;Feminino;8111;Vendedor_50;
7991;Cliente_7991;RS;Pelotas;Centro-Oeste;Empresarial;13/04/2024;Fibra 300MB;89.9;Ativo;39;Feminino;18181;Vendedor_1;
7992;Cliente_7992;RS;Caxias do Sul;Sul;Residencial;11/08/2023;Móvel Pós;89.9;Ativo;18;Feminino;8019;Vendedor_27;
7993;Cliente_7993;RS;Pelotas;Nordeste;Residencial;18/07/2023;Móvel Pós;89.9;Cancelado;53;Feminino;11243;Vendedor_24;
7994;Cliente_7994;GO;Anápolis;Sul;Residencial;14/08/2022;Móvel Controle;49.9;Ativo;66;Feminino;17375;Vendedor_24;
7995;Cliente_7995;GO;Goiânia;Nordeste;Residencial;14/03/2024;Fibra 1GB;159.9;Cancelado;30;Masculino;5086;Vendedor_40;
7996;Cliente_7996;PR;Curitiba;Sudeste;Residencial;21/11/2023;TV + Fibra;199.9;Ativo;29;Masculino;5945;Vendedor_3;
7997;Cliente_7997;DF;Brasília;Norte;Residencial;16/04/2022;Fibra 300MB;89.9;Ativo;30;Feminino;12620;Vendedor_1;
7998;Cliente_7998;DF;Brasília;Norte;Residencial;31/05/2023;Móvel Pós;89.9;Ativo;68;Outro;6855;Vendedor_7;
7999;Cliente_7999;RJ;Niterói;Sudeste;Residencial;05/08/2024;Móvel Pós;89.9;Ativo;65;Masculino;15388;Vendedor_22;
8000;Cliente_8000;RS;Pelotas;Sul;Residencial;06/07/2022;Fibra 300MB;89.9;Cancelado;28;Outro;5872;Vendedor_11;01/10/2022
8001;Cliente_8001;RS;Pelotas;Nordeste;Empresarial;16/06/2023;Fibra 1GB;159.9;Ativo;67;Masculino;18066;Vendedor_4;
8002;Cliente_8002;BA;Salvador;Norte;Residencial;02/10/2022;Fibra 1GB;159.9;Ativo;35;Masculino;18406;Vendedor_18;
8003;Cliente_8003;DF;Brasília;Nordeste;Residencial;23/06/2023;Fibra 1GB;159.9;Ativo;39;Feminino;18494;Vendedor_11;
8004;Cliente_8004;PR;Curitiba;Sudeste;Residencial;10/10/2023;Móvel Pós;89.9;Cancelado;18;Feminino;15231;Vendedor_33;
8005;Cliente_8005;SP;São Paulo;Sul;Residencial;18/01/2022;TV + Fibra;199.9;Cancelado;21;Feminino;5634;Vendedor_43;08/03/2023
8006;Cliente_8006;RJ;Volta Redonda;Nordeste;Residencial;12/10/2022;Fibra 600MB;119.9;Ativo;26;Masculino;3567;Vendedor_41;
8007;Cliente_8007;RJ;Volta Redonda;Sul;Residencial;20/07/2024;Móvel Pós;89.9;Ativo;20;Masculino;3202;Vendedor_2;
8008;Cliente_8008;PR;Curitiba;Norte;Residencial;10/10/2024;Móvel Controle;49.9;Ativo;25;Feminino;15220;Vendedor_23;
8009;Cliente_8009;SP;Campinas;Nordeste;Empresarial;23/06/2024;Móvel Controle;49.9;Ativo;26;Feminino;3418;Vendedor_25;
8010;Cliente_8010;BA;Vitória da Conquista;Centro-Oeste;Residencial;12/10/2023;TV + Fibra;199.9;Ativo;35;Masculino;15576;Vendedor_9;
8011;Cliente_8011;GO;Goiânia;Norte;Residencial;01/05/2024;Móvel Pós;89.9;Ativo;22;Masculino;19619;Vendedor_20;
8012;Cliente_8012;PE;Olinda;Sul;Residencial;14/09/2022;Móvel Pós;89.9;Ativo;39;Outro;17659;Vendedor_46;
8013;Cliente_8013;DF;Brasília;Sudeste;Empresarial;06/10/2023;Fibra 300MB;89.9;Ativo;54;Masculino;18095;Vendedor_47;
8014;Cliente_8014;RS;Pelotas;Centro-Oeste;Residencial;23/12/2022;Fibra 1GB;159.9;Ativo;71;Masculino;4427;Vendedor_9;
8015;Cliente_8015;PR;Londrina;Nordeste;Governo;13/09/2022;TV + Fibra;199.9;Ativo;22;Feminino;8525;Vendedor_15;
8016;Cliente_8016;DF;Brasília;Norte;Empresarial;31/08/2023;Fibra 300MB;89.9;Ativo;40;Feminino;8239;Vendedor_42;
8017;Cliente_8017;RS;Caxias do Sul;Nordeste;Empresarial;30/11/2022;TV + Fibra;199.9;Ativo;33;Masculino;10964;Vendedor_34;
8018;Cliente_8018;PE;Petrolina;Nordeste;Residencial;15/01/2022;Móvel Controle;49.9;Ativo;22;Masculino;10064;Vendedor_15;
8019;Cliente_8019;PE;Recife;Centro-Oeste;Empresarial;28/06/2022;Móvel Controle;49.9;Ativo;54;Masculino;18344;Vendedor_33;
8020;Cliente_8020;GO;Anápolis;Centro-Oeste;Residencial;29/03/2022;Fibra 600MB;119.9;Ativo;61;Feminino;2561;Vendedor_44;
8021;Cliente_8021;CE;Fortaleza;Centro-Oeste;Empresarial;04/04/2022;Fibra 1GB;159.9;Ativo;56;Feminino;19377;Vendedor_22;
8022;Cliente_8022;PE;Petrolina;Centro-Oeste;Empresarial;24/04/2024;Fibra 1GB;159.9;Ativo;20;Feminino;3671;Vendedor_36;
8023;Cliente_8023;DF;Brasília;Sudeste;Residencial;28/01/2022;TV + Fibra;199.9;Ativo;43;Feminino;5433;Vendedor_13;
8024;Cliente_8024;MG;Uberlândia;Sul;Residencial;28/11/2023;Móvel Controle;49.9;Ativo;72;Masculino;2821;Vendedor_42;
8025;Cliente_8025;MG;Uberlândia;Centro-Oeste;Residencial;16/03/2022;Fibra 300MB;89.9;Ativo;25;Feminino;6694;Vendedor_14;
8026;Cliente_8026;RS;Caxias do Sul;Norte;Residencial;23/02/2022;Móvel Pós;89.9;Ativo;38;Masculino;13778;Vendedor_42;
8027;Cliente_8027;RS;Caxias do Sul;Nordeste;Residencial;17/11/2022;Fibra 1GB;159.9;Ativo;69;Masculino;7275;Vendedor_43;
8028;Cliente_8028;CE;Juazeiro do Norte;Centro-Oeste;Governo;30/01/2024;Móvel Pós;89.9;Ativo;35;Feminino;15287;Vendedor_15;
8029;Cliente_8029;MG;Juiz de Fora;Norte;Residencial;22/09/2023;Móvel Controle;49.9;Ativo;22;Masculino;9560;Vendedor_33;
8030;Cliente_8030;RS;Caxias do Sul;Sudeste;Residencial;28/11/2022;Fibra 600MB;119.9;Ativo;23;Masculino;5197;Vendedor_3;
8031;Cliente_8031;PE;Petrolina;Norte;Residencial;13/11/2022;Móvel Controle;49.9;Ativo;44;Masculino;10819;Vendedor_7;
8032;Cliente_8032;RS;Porto Alegre;Norte;Empresarial;11/04/2022;Móvel Pós;89.9;Ativo;74;Masculino;12918;Vendedor_46;
8033;Cliente_8033;RJ;Volta Redonda;Sudeste;Empresarial;05/09/2022;Móvel Controle;49.9;Ativo;39;Masculino;15269;Vendedor_49;
8034;Cliente_8034;CE;Juazeiro do Norte;Sudeste;Residencial;10/05/2024;Fibra 1GB;159.9;Ativo;39;Feminino;11062;Vendedor_40;
8035;Cliente_8035;PR;Curitiba;Nordeste;Residencial;19/05/2024;TV + Fibra;199.9;Ativo;55;Feminino;17288;Vendedor_41;
8036;Cliente_8036;SP;Santos;Centro-Oeste;Residencial;09/08/2022;TV + Fibra;199.9;Ativo;73;Feminino;8955;Vendedor_5;
8037;Cliente_8037;BA;Vitória da Conquista;Norte;Residencial;28/05/2022;Móvel Pós;89.9;Ativo;55;Masculino;8274;Vendedor_26;
8038;Cliente_8038;SP;Santos;Sul;Residencial;09/10/2024;Móvel Pós;89.9;Ativo;60;Masculino;12737;Vendedor_37;
8039;Cliente_8039;SP;Campinas;Sul;Empresarial;04/08/2023;Fibra 600MB;119.9;Ativo;44;Masculino;18186;Vendedor_2;
8040;Cliente_8040;GO;Anápolis;Nordeste;Residencial;23/04/2023;Fibra 1GB;159.9;Ativo;62;Masculino;15840;Vendedor_50;
8041;Cliente_8041;PR;Maringá;Sul;Residencial;13/11/2024;Fibra 300MB;89.9;Ativo;63;Masculino;4675;Vendedor_1;
8042;Cliente_8042;RS;Pelotas;Nordeste;Empresarial;01/06/2024;Fibra 600MB;119.9;Cancelado;66;Feminino;17361;Vendedor_4;
8043;Cliente_8043;GO;Goiânia;Centro-Oeste;Residencial;19/06/2022;Fibra 1GB;159.9;Ativo;50;Masculino;12397;Vendedor_28;
8044;Cliente_8044;SP;Campinas;Nordeste;Residencial;14/03/2023;TV + Fibra;199.9;Ativo;59;Masculino;3465;Vendedor_42;
8045;Cliente_8045;RJ;Niterói;Sudeste;Residencial;13/10/2024;Fibra 300MB;89.9;Ativo;48;Feminino;15052;Vendedor_10;
8046;Cliente_8046;BA;Salvador;Sudeste;Residencial;28/10/2022;TV + Fibra;199.9;Ativo;45;Feminino;4949;Vendedor_15;
8047;Cliente_8047;SP;Santos;Sudeste;Residencial;19/11/2023;Móvel Pós;89.9;Cancelado;47;Feminino;5289;Vendedor_18;05/11/2024
8048;Cliente_8048;MG;Juiz de Fora;Sudeste;Empresarial;14/09/2024;TV + Fibra;199.9;Ativo;51;Outro;2227;Vendedor_46;
8049;Cliente_8049;PR;Curitiba;Sudeste;Empresarial;24/05/2022;Fibra 600MB;119.9;Ativo;62;Masculino;4053;Vendedor_39;
8050;Cliente_8050;PR;Maringá;Sudeste;Residencial;07/06/2023;Móvel Pós;89.9;Ativo;34;Masculino;3244;Vendedor_12;
8051;Cliente_8051;PR;Maringá;Sudeste;Residencial;21/10/2023;Móvel Pós;89.9;Cancelado;68;Masculino;15344;Vendedor_8;26/12/2023
8052;Cliente_8052;CE;Fortaleza;Sudeste;Residencial;30/04/2023;Móvel Pós;89.9;Ativo;52;Masculino;4939;Vendedor_42;
8053;Cliente_8053;CE;Fortaleza;Sudeste;Residencial;01/04/2024;Fibra 1GB;159.9;Ativo;53;Feminino;2709;Vendedor_1;
8054;Cliente_8054;PE;Recife;Centro-Oeste;Residencial;14/07/2022;Fibra 300MB;89.9;Cancelado;23;Masculino;7509;Vendedor_35;26/11/2023
8055;Cliente_8055;DF;Brasília;Sudeste;Residencial;11/04/2023;Fibra 1GB;159.9;Cancelado;62;Feminino;3261;Vendedor_6;21/12/2023
8056;Cliente_8056;BA;Vitória da Conquista;Nordeste;Residencial;04/09/2024;Móvel Pós;89.9;Ativo;46;Masculino;7199;Vendedor_46;
8057;Cliente_8057;GO;Goiânia;Centro-Oeste;Empresarial;05/05/2023;Fibra 600MB;119.9;Ativo;40;Feminino;3507;Vendedor_16;
8058;Cliente_8058;RS;Pelotas;Sul;Governo;10/04/2022;TV + Fibra;199.9;Ativo;31;Feminino;11873;Vendedor_21;
8059;Cliente_8059;SP;Campinas;Norte;Empresarial;26/04/2022;Móvel Pós;89.9;Ativo;26;Feminino;16239;Vendedor_13;
8060;Cliente_8060;DF;Brasília;Centro-Oeste;Residencial;15/01/2023;Fibra 300MB;89.9;Cancelado;73;Feminino;4411;Vendedor_6;04/03/2023
8061;Cliente_8061;RS;Caxias do Sul;Sudeste;Residencial;03/04/2024;Fibra 1GB;159.9;Ativo;32;Masculino;3561;Vendedor_39;
8062;Cliente_8062;GO;Goiânia;Centro-Oeste;Residencial;04/03/2022;Fibra 300MB;89.9;Ativo;55;Feminino;9009;Vendedor_29;
8063;Cliente_8063;DF;Brasília;Norte;Empresarial;12/05/2022;Fibra 1GB;159.9;Ativo;42;Masculino;9486;Vendedor_2;
8064;Cliente_8064;RS;Pelotas;Norte;Empresarial;30/01/2023;TV + Fibra;199.9;Ativo;37;Masculino;5341;Vendedor_49;
8065;Cliente_8065;RJ;Volta Redonda;Sudeste;Governo;05/10/2023;Fibra 300MB;89.9;Cancelado;60;Feminino;4286;Vendedor_4;04/11/2024
8066;Cliente_8066;CE;Sobral;Sudeste;Empresarial;02/09/2024;Fibra 300MB;89.9;Ativo;39;Masculino;16959;Vendedor_20;
8067;Cliente_8067;GO;Goiânia;Nordeste;Residencial;02/07/2024;Fibra 1GB;159.9;Ativo;24;Feminino;12429;Vendedor_49;
8068;Cliente_8068;BA;Vitória da Conquista;Norte;Empresarial;01/11/2023;Fibra 1GB;159.9;Ativo;35;Feminino;6127;Vendedor_8;
8069;Cliente_8069;MG;Juiz de Fora;Sudeste;Governo;29/12/2023;Fibra 1GB;159.9;Ativo;34;Masculino;11959;Vendedor_2;
8070;Cliente_8070;RJ;Volta Redonda;Norte;Residencial;30/06/2023;Móvel Controle;49.9;Ativo;31;Feminino;19816;Vendedor_4;
8071;Cliente_8071;CE;Juazeiro do Norte;Nordeste;Empresarial;10/01/2023;TV + Fibra;199.9;Ativo;43;Feminino;10004;Vendedor_41;
8072;Cliente_8072;PR;Maringá;Sul;Empresarial;23/04/2024;Fibra 300MB;89.9;Cancelado;57;Feminino;7892;Vendedor_39;23/11/2024
8073;Cliente_8073;CE;Juazeiro do Norte;Norte;Residencial;25/10/2022;Móvel Controle;49.9;Ativo;49;Masculino;18060;Vendedor_18;
8074;Cliente_8074;DF;Brasília;Nordeste;Residencial;22/09/2024;Móvel Controle;49.9;Ativo;46;Masculino;3271;Vendedor_46;
8075;Cliente_8075;PE;Petrolina;Nordeste;Residencial;23/10/2022;Móvel Pós;89.9;Ativo;57;Feminino;4704;Vendedor_33;
8076;Cliente_8076;RJ;Volta Redonda;Nordeste;Residencial;25/04/2022;Móvel Controle;49.9;Ativo;24;Masculino;14736;Vendedor_10;
8077;Cliente_8077;PR;Maringá;Centro-Oeste;Residencial;08/05/2023;Móvel Controle;49.9;Ativo;74;Masculino;7567;Vendedor_39;
8078;Cliente_8078;DF;Brasília;Sudeste;Residencial;16/12/2024;Fibra 1GB;159.9;Ativo;26;Masculino;3350;Vendedor_18;
8079;Cliente_8079;GO;Anápolis;Norte;Residencial;28/05/2024;Fibra 1GB;159.9;Ativo;29;Masculino;7914;Vendedor_19;
8080;Cliente_8080;BA;Vitória da Conquista;Centro-Oeste;Residencial;20/12/2023;Fibra 600MB;119.9;Ativo;20;Feminino;4397;Vendedor_31;
8081;Cliente_8081;CE;Fortaleza;Norte;Governo;14/10/2023;TV + Fibra;199.9;Ativo;49;Masculino;17277;Vendedor_45;
8082;Cliente_8082;GO;Aparecida de Goiânia;Centro-Oeste;Residencial;11/09/2023;Fibra 300MB;89.9;Ativo;50;Masculino;5320;Vendedor_15;
8083;Cliente_8083;PR;Londrina;Sudeste;Empresarial;13/02/2023;TV + Fibra;199.9;Ativo;32;Masculino;2736;Vendedor_39;
8084;Cliente_8084;DF;Brasília;Nordeste;Residencial;22/10/2024;Móvel Controle;49.9;Ativo;26;Masculino;5293;Vendedor_34;
8085;Cliente_8085;PE;Olinda;Norte;Residencial;25/02/2024;Móvel Controle;49.9;Ativo;66;Outro;13951;Vendedor_20;
8086;Cliente_8086;CE;Fortaleza;Nordeste;Residencial;04/02/2022;Fibra 300MB;89.9;Ativo;61;Outro;13374;Vendedor_32;
8087;Cliente_8087;BA;Salvador;Sudeste;Empresarial;30/01/2023;TV + Fibra;199.9;Ativo;34;Feminino;16533;Vendedor_28;
8088;Cliente_8088;PE;Recife;Norte;Residencial;26/12/2024;Fibra 1GB;159.9;Ativo;45;Masculino;14208;Vendedor_26;
8089;Cliente_8089;RS;Caxias do Sul;Sul;Residencial;28/12/2024;Fibra 1GB;159.9;Ativo;62;Feminino;5277;Vendedor_39;
8090;Cliente_8090;DF;Brasília;Sul;Residencial;27/12/2022;Fibra 300MB;89.9;Ativo;30;Feminino;13188;Vendedor_38;
8091;Cliente_8091;GO;Aparecida de Goiânia;Sul;Residencial;03/04/2023;Fibra 300MB;89.9;Ativo;64;Masculino;6007;Vendedor_18;
8092;Cliente_8092;CE;Sobral;Sudeste;Residencial;21/10/2022;Fibra 1GB;159.9;Cancelado;38;Feminino;17169;Vendedor_46;16/06/2023
8093;Cliente_8093;CE;Fortaleza;Sul;Residencial;16/08/2023;Fibra 300MB;89.9;Ativo;67;Feminino;10873;Vendedor_11;
8094;Cliente_8094;PR;Curitiba;Norte;Residencial;12/08/2024;TV + Fibra;199.9;Ativo;64;Masculino;14910;Vendedor_43;
8095;Cliente_8095;BA;Vitória da Conquista;Sul;Empresarial;24/10/2022;Fibra 1GB;159.9;Ativo;67;Feminino;14754;Vendedor_10;
8096;Cliente_8096;MG;Belo Horizonte;Norte;Empresarial;03/08/2024;Fibra 300MB;89.9;Ativo;22;Feminino;16021;Vendedor_2;
8097;Cliente_8097;RS;Pelotas;Sudeste;Residencial;18/09/2022;Fibra 1GB;159.9;Ativo;24;Masculino;7728;Vendedor_35;
8098;Cliente_8098;PE;Petrolina;Nordeste;Residencial;28/02/2024;Fibra 600MB;119.9;Ativo;55;Feminino;3115;Vendedor_42;
8099;Cliente_8099;RJ;Volta Redonda;Centro-Oeste;Empresarial;27/12/2024;Fibra 1GB;159.9;Ativo;54;Masculino;6893;Vendedor_33;
8100;Cliente_8100;RJ;Volta Redonda;Sul;Residencial;06/02/2023;Fibra 1GB;159.9;Ativo;36;Feminino;11709;Vendedor_48;
8101;Cliente_8101;CE;Juazeiro do Norte;Centro-Oeste;Residencial;06/04/2024;Móvel Controle;49.9;Ativo;58;Masculino;3313;Vendedor_14;
8102;Cliente_8102;PR;Maringá;Nordeste;Residencial;02/12/2022;TV + Fibra;199.9;Ativo;49;Feminino;9974;Vendedor_9;
8103;Cliente_8103;SP;São Paulo;Sudeste;Residencial;19/08/2024;Fibra 1GB;159.9;Ativo;73;Feminino;13764;Vendedor_7;
8104;Cliente_8104;CE;Fortaleza;Sudeste;Empresarial;29/01/2022;Fibra 300MB;89.9;Ativo;60;Outro;14744;Vendedor_23;
8105;Cliente_8105;RJ;Rio de Janeiro;Nordeste;Governo;14/03/2024;Móvel Pós;89.9;Ativo;20;Masculino;5759;Vendedor_7;
8106;Cliente_8106;RJ;Rio de Janeiro;Centro-Oeste;Empresarial;23/04/2024;Fibra 300MB;89.9;Ativo;56;Masculino;1630;Vendedor_1;
8107;Cliente_8107;RS;Caxias do Sul;Sul;Empresarial;14/02/2022;Móvel Controle;49.9;Ativo;52;Masculino;2599;Vendedor_20;
8108;Cliente_8108;GO;Aparecida de Goiânia;Norte;Empresarial;23/02/2023;Fibra 300MB;89.9;Ativo;44;Feminino;10939;Vendedor_46;
8109;Cliente_8109;SP;Santos;Sudeste;Residencial;08/09/2023;Fibra 600MB;119.9;Ativo;55;Masculino;3918;Vendedor_40;
8110;Cliente_8110;CE;Fortaleza;Nordeste;Empresarial;19/09/2022;Móvel Pós;89.9;Ativo;68;Masculino;18233;Vendedor_35;
8111;Cliente_8111;RS;Porto Alegre;Centro-Oeste;Residencial;04/02/2024;Móvel Pós;89.9;Ativo;65;Feminino;6501;Vendedor_38;
8112;Cliente_8112;PR;Curitiba;Sul;Empresarial;19/10/2022;TV + Fibra;199.9;Ativo;25;Masculino;7553;Vendedor_47;
8113;Cliente_8113;RS;Pelotas;Centro-Oeste;Residencial;18/06/2023;Móvel Controle;49.9;Ativo;68;Feminino;9711;Vendedor_47;
8114;Cliente_8114;CE;Juazeiro do Norte;Sul;Residencial;28/12/2024;TV + Fibra;199.9;Ativo;70;Feminino;16874;Vendedor_8;
8115;Cliente_8115;DF;Brasília;Norte;Residencial;29/07/2023;Móvel Pós;89.9;Ativo;36;Masculino;11578;Vendedor_31;
8116;Cliente_8116;MG;Uberlândia;Norte;Residencial;25/08/2022;Fibra 1GB;159.9;Ativo;47;Feminino;1902;Vendedor_19;
8117;Cliente_8117;CE;Juazeiro do Norte;Nordeste;Residencial;29/12/2022;Móvel Controle;49.9;Ativo;65;Masculino;11718;Vendedor_5;
8118;Cliente_8118;BA;Feira de Santana;Nordeste;Residencial;15/06/2023;TV + Fibra;199.9;Ativo;57;Feminino;5219;Vendedor_45;
8119;Cliente_8119;RJ;Rio de Janeiro;Sul;Empresarial;13/01/2024;Fibra 600MB;119.9;Ativo;27;Feminino;6021;Vendedor_34;
8120;Cliente_8120;SP;Santos;Sul;Empresarial;10/04/2023;Móvel Pós;89.9;Ativo;47;Masculino;19535;Vendedor_44;
8121;Cliente_8121;SP;São Paulo;Sul;Empresarial;17/01/2023;Móvel Pós;89.9;Cancelado;26;Feminino;12233;Vendedor_16;06/06/2024
8122;Cliente_8122;GO;Anápolis;Sul;Empresarial;07/05/2022;Móvel Controle;49.9;Ativo;65;Masculino;14119;Vendedor_7;
8123;Cliente_8123;MG;Belo Horizonte;Norte;Empresarial;20/10/2023;Móvel Pós;89.9;Ativo;39;Outro;16108;Vendedor_41;
8124;Cliente_8124;BA;Feira de Santana;Nordeste;Empresarial;31/08/2022;Móvel Pós;89.9;Ativo;48;Masculino;9304;Vendedor_21;
8125;Cliente_8125;RJ;Volta Redonda;Nordeste;Residencial;07/07/2023;Fibra 600MB;119.9;Ativo;63;Masculino;15418;Vendedor_44;
8126;Cliente_8126;SP;Campinas;Sudeste;Residencial;15/03/2023;Fibra 600MB;119.9;Ativo;27;Masculino;9166;Vendedor_25;
8127;Cliente_8127;BA;Salvador;Nordeste;Empresarial;12/02/2023;Móvel Controle;49.9;Ativo;53;Feminino;9560;Vendedor_47;
8128;Cliente_8128;RS;Pelotas;Nordeste;Residencial;12/08/2023;Móvel Pós;89.9;Ativo;27;Feminino;12570;Vendedor_45;
8129;Cliente_8129;GO;Anápolis;Centro-Oeste;Residencial;06/03/2024;TV + Fibra;199.9;Ativo;69;Feminino;4387;Vendedor_2;
8130;Cliente_8130;CE;Juazeiro do Norte;Centro-Oeste;Empresarial;04/10/2023;Fibra 300MB;89.9;Cancelado;70;Feminino;16790;Vendedor_8;
8131;Cliente_8131;CE;Sobral;Sudeste;Residencial;18/07/2023;Móvel Controle;49.9;Ativo;44;Masculino;9227;Vendedor_19;
8132;Cliente_8132;DF;Brasília;Sul;Residencial;21/03/2024;TV + Fibra;199.9;Ativo;32;Feminino;3757;Vendedor_42;
8133;Cliente_8133;RJ;Rio de Janeiro;Sudeste;Residencial;05/01/2023;Fibra 600MB;119.9;Cancelado;36;Masculino;13637;Vendedor_37;
8134;Cliente_8134;BA;Vitória da Conquista;Sudeste;Empresarial;25/06/2024;Fibra 300MB;89.9;Ativo;28;Masculino;18310;Vendedor_19;
8135;Cliente_8135;PE;Recife;Norte;Governo;09/02/2024;TV + Fibra;199.9;Ativo;49;Masculino;9847;Vendedor_1;
8136;Cliente_8136;SP;Campinas;Nordeste;Residencial;20/10/2023;TV + Fibra;199.9;Ativo;37;Masculino;10093;Vendedor_28;
8137;Cliente_8137;PR;Londrina;Norte;Residencial;19/09/2024;Móvel Pós;89.9;Ativo;63;Masculino;15816;Vendedor_40;
8138;Cliente_8138;PR;Maringá;Nordeste;Residencial;15/09/2024;Móvel Controle;49.9;Ativo;32;Masculino;10310;Vendedor_14;
8139;Cliente_8139;CE;Juazeiro do Norte;Sudeste;Residencial;13/12/2024;Móvel Controle;49.9;Ativo;21;Masculino;2324;Vendedor_23;
8140;Cliente_8140;PE;Petrolina;Nordeste;Residencial;02/05/2022;Fibra 600MB;119.9;Cancelado;34;Feminino;5311;Vendedor_8;06/08/2024
8141;Cliente_8141;PR;Londrina;Sul;Residencial;16/06/2022;Fibra 1GB;159.9;Ativo;18;Masculino;19941;Vendedor_35;
8142;Cliente_8142;MG;Uberlândia;Sul;Residencial;01/08/2024;Fibra 1GB;159.9;Ativo;74;Feminino;11254;Vendedor_31;
8143;Cliente_8143;MG;Belo Horizonte;Sudeste;Residencial;13/04/2024;Fibra 1GB;159.9;Cancelado;36;Masculino;9704;Vendedor_23;
8144;Cliente_8144;RJ;Volta Redonda;Centro-Oeste;Residencial;22/01/2022;Móvel Controle;49.9;Ativo;22;Feminino;4210;Vendedor_46;
8145;Cliente_8145;PE;Petrolina;Sul;Residencial;12/02/2023;Fibra 600MB;119.9;Ativo;35;Masculino;19203;Vendedor_7;
8146;Cliente_8146;MG;Uberlândia;Sudeste;Residencial;27/04/2023;Fibra 600MB;119.9;Cancelado;34;Feminino;13106;Vendedor_2;
8147;Cliente_8147;MG;Belo Horizonte;Norte;Residencial;26/10/2022;Fibra 1GB;159.9;Ativo;72;Feminino;12291;Vendedor_19;
8148;Cliente_8148;CE;Fortaleza;Centro-Oeste;Residencial;04/10/2022;Fibra 300MB;89.9;Ativo;59;Feminino;12108;Vendedor_28;
8149;Cliente_8149;PR;Maringá;Sul;Residencial;26/03/2024;Fibra 1GB;159.9;Ativo;58;Masculino;19448;Vendedor_38;
8150;Cliente_8150;RJ;Volta Redonda;Sudeste;Residencial;18/11/2022;Móvel Controle;49.9;Ativo;21;Masculino;16421;Vendedor_36;
8151;Cliente_8151;BA;Feira de Santana;Sudeste;Residencial;25/04/2022;Fibra 300MB;89.9;Ativo;69;Feminino;8341;Vendedor_33;
8152;Cliente_8152;RS;Pelotas;Norte;Residencial;29/09/2022;Fibra 600MB;119.9;Ativo;36;Masculino;15034;Vendedor_18;
8153;Cliente_8153;SP;Campinas;Norte;Empresarial;21/09/2022;Móvel Pós;89.9;Ativo;48;Feminino;3845;Vendedor_38;
8154;Cliente_8154;SP;São Paulo;Centro-Oeste;Residencial;07/09/2022;TV + Fibra;199.9;Ativo;20;Outro;7666;Vendedor_10;
